video_id,frame_index,label,tilt_angle,vertical_velocity,ground_proximity,torso_depth,tilt_velocity,tilt_acceleration,depth_velocity,depth_acceleration,tilt_relative_change,depth_relative_ratio,height_drop_ratio,motion_energy,peak_motion,acceleration_energy,peak_time_ratio,duration_high_motion,descent_recovery_ratio,post_impact_stillness,stillness_ratio,max_depth_drop_ratio,depth_peak_time_ratio
FallBackwardsS1,0,1,8.9086,0.0,0.64462,0.145513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,1,1,7.187906,0.007679,0.636032,0.12609,-1.720694,-1.720694,-0.019422999999999996,-0.019422999999999996,-1.720694,-0.13347948201549356,0.013322577621974733,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,2,1,10.369165,0.021409,0.6069,0.149853,3.1812590000000007,4.901953000000001,0.02376299999999998,0.043185999999999974,1.4605650000000008,0.029825513666644692,0.05851509407322901,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,3,1,12.785289,0.0465,0.558544,0.132226,2.416124,-0.7651350000000008,-0.017626999999999976,-0.041389999999999955,3.8766890000000007,-0.09131142859186853,0.13352983132150742,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,4,1,13.960999,0.046816,0.511427,0.144927,1.1757099999999987,-1.2404140000000012,0.01270099999999999,0.030327999999999966,5.052398999999999,-0.004027131568814275,0.20662250596223747,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,5,1,8.580246,0.016198,0.490023,0.146461,-5.380752999999999,-6.556462999999997,0.0015340000000000076,-0.011166999999999982,-0.32835399999999915,0.006514881787092031,0.23982656411556177,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,6,1,8.087205,-0.007103,0.502607,0.141307,-0.49304099999999984,4.887711999999999,-0.00515400000000002,-0.006688000000000027,-0.821394999999999,-0.028904633751591826,0.22030498554139644,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,7,1,26.069171,-0.008948,0.470947,0.1634,17.981966,18.475006999999998,0.022093,0.02724700000000002,17.160571,0.12292372418324315,0.2694191922847271,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS1,8,1,42.475139,0.001909,0.435867,0.168531,16.405967999999998,-1.575998000000002,0.005130999999999997,-0.016962000000000005,33.566539,0.15818517824397,0.32383885029344595,0.0005853154417777778,0.046816,0.0006749714327777771,0.4444444444444444,0.2222222222222222,1.166855955809522,0.005428499999999999,0.9999999995,0.251829038860334,0.8888888888888888
FallBackwardsS10,0,1,20.101509,0.0,0.679343,0.193975,0.0,0.0,0.0,0.0,0.0,0.0,0.02836207915871742,0.001394778935714286,0.07381,0.0016577604797142866,0.5714285714285714,0.2857142857142857,0.11214628917794033,0.0337605,0.9999999995,0.37523159889938396,0.42857142857142855
FallBackwardsS10,1,1,19.252544,0.004137,0.672198,0.195919,-0.8489649999999997,-0.8489649999999997,0.0019440000000000013,0.0019440000000000013,-0.8489649999999997,0.01002190998828762,0.038581295275159064,0.001394778935714286,0.07381,0.0016577604797142866,0.5714285714285714,0.2857142857142857,0.11214628917794033,0.0337605,0.9999999995,0.37523159889938396,0.42857142857142855
